"","title","amount","namedep","transaction","view","city","date","page"
"148","
                      I Paid Rs. 34 to Commercial Tax, Sales Tax, VAT in Achhnera.
                    ","Paid INR 34
                        ","Commercial Tax, Sales Tax, VAT","C Form","208 views","Achhnera
                      , Uttar Pradesh","October 27, 2015",15
"149","
                      I Paid Rs. 1000 to Police in Pune.
                    ","Paid INR 1,000
                        ","Police","Police Harassment","216 views","Pune
                      , Maharashtra","October 27, 2015",15
"150","
                      I Paid Rs. 5000 to Municipal Services in Achhnera.
                    ","Paid INR 5,000
                        ","Municipal Services","Birth Certificate","197 views","Achhnera
                      , Uttar Pradesh","October 27, 2015",15
"151","
                      I Paid Rs. 1111 to Others in Goalpara.
                    ","Paid INR 1,111
                        ","Others","Others","176 views","Goalpara
                      , Assam","October 27, 2015",16
"152","
                      I Paid Rs. 23 to Municipal Services in Siliguri.
                    ","Paid INR 23
                        ","Municipal Services","Birth Certificate","164 views","Siliguri
                      , West Bengal","October 27, 2015",16
"153","
                      I Paid Rs. 50 to Customs, Excise and Service Tax in Mumbai.
                    ","Paid INR 50
                        ","Customs, Excise and Service Tax","Customs Check and Clearance","184 views","Mumbai
                      , Maharashtra","October 27, 2015",16
"154","
                      I Paid Rs. 200 to Commercial Tax, Sales Tax, VAT in Shahabad, Hardoi.
                    ","Paid INR 200
                        ","Commercial Tax, Sales Tax, VAT","C Form","180 views","Shahabad, Hardoi
                      , Uttar Pradesh","October 27, 2015",16
"155","
                      I Paid Rs. 100 to Municipal Services in Abohar.
                    ","Paid INR 100
                        ","Municipal Services","Birth Certificate","186 views","Abohar
                      , Punjab","October 27, 2015",16
"156","
                      I Paid Rs. 10 to Commercial Tax, Sales Tax, VAT in Jaipur.
                    ","Paid INR 10
                        ","Commercial Tax, Sales Tax, VAT","C Form","168 views","Jaipur
                      , Rajasthan","October 27, 2015",16
"157","
                      Open bribe demanded by officers in shiggaon taluk, haveri district - property Registrar office
                    ","Paid INR 10,000
                        ","Municipal Services","Registration of Land","247 views","Haveri
                      , Karnataka","October 27, 2015",16
"158","
                      I Paid Rs. 100 to Passport in Gwalior.
                    ","Paid INR 100
                        ","Passport","Passport Delivery","178 views","Gwalior
                      , Madhya Pradesh","October 27, 2015",16
"159","
                      I Paid Rs. 5000 to Municipal Services in Achhnera.
                    ","Paid INR 5,000
                        ","Municipal Services","Birth Certificate","190 views","Achhnera
                      , Uttar Pradesh","October 27, 2015",16
"160","
                      I Paid Rs. 10000 to Municipal Services in Mumbai.
                    ","Paid INR 10,000
                        ","Municipal Services","Birth Certificate","184 views","Mumbai
                      , Maharashtra","October 26, 2015",16
"161","
                      Corrupt unashamed officers in Madurai DEO Office
                    ","Paid INR 2,500
                        ","Education","School or College Related Activities","202 views","Madurai
                      , Tamil Nadu","October 26, 2015",17
"162","
                      I Paid Rs. 400054 to Municipal Services in Mumbai.
                    ","Paid INR 4,00,054
                        ","Municipal Services","Birth Certificate","187 views","Mumbai
                      , Maharashtra","October 26, 2015",17
"163","
                      I Paid Rs. 46 to Stamps and Registration in New Delhi.
                    ","Paid INR 46
                        ","Stamps and Registration","Marriage Certificate","220 views","New Delhi
                      , Delhi","October 26, 2015",17
"164","
                      I Paid Rs. 18 to Others in Tezpur.
                    ","Paid INR 18
                        ","Others","Others","172 views","Tezpur
                      , Assam","October 26, 2015",17
"165","
                      I Paid Rs. 10 to Municipal Services in Mumbai.
                    ","Paid INR 10
                        ","Municipal Services","Birth Certificate","164 views","Mumbai
                      , Maharashtra","October 26, 2015",17
"166","
                      I Paid Rs. 3500 to Transport in Bhubaneswar.
                    ","Paid INR 3,500
                        ","Transport","Registration of Vehicle","201 views","Bhubaneswar
                      , Orissa","October 26, 2015",17
"167","
                      I Paid Rs. 123 to Police in Etawah.
                    ","Paid INR 123
                        ","Police","Police Harassment","177 views","Etawah
                      , Uttar Pradesh","October 26, 2015",17
"168","
                      I Paid Rs. 200000 to Municipal Services in New Delhi.
                    ","Paid INR 2,00,000
                        ","Municipal Services","Birth Certificate","155 views","New Delhi
                      , Delhi","October 26, 2015",17
"169","
                      I Paid Rs. 100 to Police in Bangalore.
                    ","Paid INR 100
                        ","Police","Police Harassment","169 views","Bangalore
                      , Karnataka","October 26, 2015",17
"170","
                      I Paid Rs. 625000 to Police in Madurai.
                    ","Paid INR 6,25,000
                        ","Police","Traffic Violations","194 views","Madurai
                      , Tamil Nadu","October 26, 2015",17
